Entry,0,1,2,3,4,5,6,7,8,9,10,11,12,13
A1266,-4.76462500525,-1.4712875018,2.26414404357,-2.07821260523,1.69307660831,-1.72802547915,4.37758605323,1.98990192626,1.03620770146,-2.62980662421,0.00981225582478,1.73457785412,-1.82726589332,-2.58095174988
A1267,2.28213782633,-2.59368687476,-4.72201040244,-0.466444784299,3.68142294568,1.89450282717,-1.59364776607,2.34531336654,1.9100591668,-1.42422353065,2.30716130423,-1.65993504997,-2.70619899141,-0.718463979255
A1268,3.64653980261,-3.73611946025,-4.32906815716,-1.13161705017,1.17298968914,-0.693107633371,2.45161127362,0.902359112923,-0.422305726711,-2.32235934912,-4.19293021596,-0.674007175598,1.22674811214,-0.059232729279
A1269,5.28157093924,-3.44733904398,-6.56521430406,-1.39583714102,1.81183189253,-2.32579979983,-0.356032715018,1.87737493047,0.497986486098,-1.73055386891,-2.28149026806,1.58883407294,-0.717081863207,-1.7033995032
A1270,2.44637451047,-6.27838433363,-3.15603010418,-0.261116516659,0.221113560015,-5.21749852967,-2.93974225209,1.38899778355,1.68614121807,-0.193306083691,-1.14198256785,2.70787319112,-0.430179983683,-0.100819696588
A1271,-3.7068203015,-7.93367095528,-2.16578169129,-1.59939778537,-3.25563846534,-1.51602508947,-1.67018337135,1.65984083584,-0.920617105435,-1.9800042719,-1.09733578547,-0.77704017687,0.626055374764,-0.134462067438
A1272,-5.5139886685,-3.29381330304,-6.03757701585,-1.88807847553,0.216121828568,1.06280115963,4.16777265278,0.728510796824,-1.66131172343,0.874810758184,-0.793857388923,-2.6874680493,-0.104702934466,0.689726378212
A1273,-3.09958562944,1.08659040635,-6.2441397115,-0.698005002655,-0.891475938345,2.3118586793,-2.35147366168,-1.45019205708,1.33554841861,-1.26771720166,-0.960437960542,2.17219966382,0.873834392466,0.306693156858
A1274,-6.25230177858,-2.35723564101,-4.56216527915,-3.91264137343,0.88346754633,-0.993154377827,2.74958042916,-0.62874461769,-0.309880368174,1.88635394915,-0.346942601114,-3.52646887223,-1.14959260097,-1.30889228415
A1275,5.74007674386,-2.39840311299,-2.60153201091,-2.38485149833,0.474025732302,-0.259956591841,1.70782680766,-2.05056830964,-1.56180601673,1.04441742784,-3.39957024719,0.560825446177,6.26040195888,1.51774139674
A1276,5.37661971162,-1.56416950297,-3.20663745424,-0.593620108805,-0.596142769589,0.422260145227,1.38112470667,-2.63483933506,-0.0319536843998,1.51285244825,-3.63678951401,0.297319254214,4.67423905353,-1.87606928786
A1277,4.58802734083,-0.75742886352,-2.16560975942,-2.53972087344,0.928902196444,-0.552925951547,2.03256228017,-2.61817887133,0.264969753944,1.334822154,-2.65664009307,0.509988178137,5.74731181416,1.37806885921
A1278,-4.01453371889,-2.21555742626,-1.52738018429,0.31956323519,-4.72064600729,-2.57089422989,0.665542854725,-0.167968513694,0.974990218281,0.490634923608,0.802346310407,-3.74882838064,2.52714699116,-1.10038518775
A1279,-1.45722176105,0.76061141178,1.87710104815,0.268575863954,-5.60842036274,-1.73747533045,-1.03978047302,-1.16909740147,-2.17273930393,0.440280068889,-1.03152976588,-3.52216460291,-0.159061494959,-0.207761464187
A1280,1.58886275933,-4.0895131048,-2.72566937598,-2.57754754308,-1.69685987242,3.9277309917,0.153943450824,1.46826790174,-4.57194766618,0.186997253115,-1.61506058576,-3.80576861871,1.28867953344,0.335642635764
A1281,1.2543299727,-2.1061793729,5.00730718553,0.497408314571,2.44432868015,-2.36143444678,-3.69845726728,0.653556269626,-0.0331778217602,-0.372084827564,2.45699671673,1.31016897464,1.36710779603,-1.94510457151
A1282,-2.71317682201,1.46440439931,3.55390361845,5.44336970884,2.4586684883,-3.87902309045,-2.63259200051,1.54821304342,-2.27354516117,1.30019431685,-4.0860987941,2.02412368339,-1.1976224081,-2.01313765591
A1283,6.25095803353,0.0883323280377,-3.72202864944,5.16718909284,-3.77492382813,3.95745581691,-1.87018778779,1.30261093403,0.693973666511,-2.06093254097,1.9054292987,-1.89213782708,-3.5483069934,2.19532268409
A1284,-2.88674154846,-0.857401472104,-3.29129666203,-4.02084253716,-1.41119152187,1.89703887434,6.01779890265,-0.976624058907,-1.10787430175,2.66165174756,-1.56342313346,-1.11258292417,2.05096939392,-1.31058157061
A1285,-4.63781949393,-2.55679400212,4.87758451002,-0.880438523669,-0.865530124616,2.0228284926,6.64863894547,0.84743903735,-0.61719599939,-1.67385987457,3.7883429068,2.13592091189,0.727326939488,-2.51176080375
A1286,-7.73132815096,-5.65416449775,1.75706781238,-0.249044495639,-1.24058686749,-0.401797415646,4.62399979584,1.78992837067,-0.53107353611,-0.144198435601,1.97351858141,-0.321240925214,-0.395745739252,-0.454454951171
A1288,-4.03873106303,-3.57299194387,-1.69136862715,-4.4984869788,0.394868694462,-1.23726992885,-1.65924422125,6.07379141018,-1.75184675974,4.52127317374,-0.565970167646,1.94300470782,1.03482667354,0.557375443628
A1289,-1.58055325665,2.34748942814,-4.5578266816,-3.74300384821,-0.914188370516,2.90729195926,3.09934850531,0.823229926944,-0.690163934578,4.11116262761,-1.48249731774,0.131960715304,-1.44465457852,5.62501058135
A1290,-2.83700378867,-4.76972088181,-2.29113496811,-5.0374900251,1.22755979095,3.92624797753,1.21892835945,3.89318533684,-3.36192217197,3.00488216368,0.832206685312,-0.759221774926,1.56426678296,2.24596867156
A1291,3.94737202429,-0.257124753369,-1.13096203979,-1.32273265951,3.84584726856,-0.380082664502,-0.597603895638,3.24296128697,-3.3144575234,3.47598304645,0.636263386718,-2.17119984757,-3.54490278819,-0.910423169858
A1292,8.8645577984,-2.84314844848,-6.80175980844,3.51464677526,-1.34509453547,0.432577570008,1.12042485995,2.20093182364,1.4626245965,-0.242835551797,1.16159876936,0.921636805752,1.87318934456,-1.84631394153
A1293,-4.80958005889,-2.55149988808,4.4023283575,-0.989685079112,-1.50114395762,1.98351640473,6.54790236746,1.66834750477,-0.720537807558,-1.52780058912,3.55860200606,2.16931145284,0.806848378027,-2.41626124455
A1294,-3.83415334991,-0.368036294712,-2.27772921212,0.994036316094,3.56812969264,-2.65916808345,1.90122110051,-5.88261223598,2.30032577687,2.93587994152,-1.66312090215,-0.480831979618,-2.95603584577,-1.61916183535
A1295,3.16116189725,-2.8441234077,-2.09312417445,4.03520457576,2.91521260812,1.17388692534,5.20788206139,-0.806947377966,-3.27521074191,-0.560354300803,-1.06595666452,-0.848945043189,-1.20003479497,-0.39095836194
A1296,4.00378951072,-3.71095567248,-4.13674009711,-1.10706584636,-2.86019020053,3.9736731322,-0.862996209866,3.82117483887,-2.83674404981,2.29683772944,-2.55679311901,-1.84533039715,-1.29199757674,-2.01051607872
A1297,4.05306491524,-3.41679356862,-6.47269135607,2.57786484968,-1.7852772955,1.75464648984,1.50330816216,2.86053748229,0.978970903207,-3.73163754351,-1.48130878662,-2.00157567013,2.82804295379,-3.34526439577
A1302,1.99666076954,2.54940827574,-3.13101148489,2.88907394888,-3.17485757085,-2.00477071835,3.5150548522,-4.40264416449,-3.63665880504,2.45401595262,-1.4508066767,2.21742215508,-1.30731310248,0.11118663205
A1304,-2.38396867059,3.2045867042,-4.52454830253,1.19677966149,-4.6572020057,0.764174229104,1.64767668995,-2.61390096292,-2.95817324699,-2.33853972833,0.984173155993,1.15580773556,2.78831540607,-0.670699308185
A1307,5.25975741972,4.42048557419,1.42448911247,-4.67111393891,0.688611368607,-2.5137795647,-2.2440942025,0.664522330988,-3.90481375207,1.79528628472,-0.596118294436,-4.40192902094,1.75315037974,0.53450479776
A1309,4.51116441126,4.55811855779,0.860558822486,-5.04751474431,0.889040678583,-2.95448449268,-2.38355606842,0.60065456098,-3.70363826019,1.67218378794,-1.11620186622,-4.25519980524,1.41929268739,0.282428953886
A1310,5.1631573073,4.78980121932,1.19855941352,-4.67110909583,0.6971787929,-2.89648137305,-1.98984242454,1.09611600927,-3.8049021921,1.64193031163,-0.631915600663,-4.70207132686,1.41723851937,0.940101748262
A1311,1.67962668308,2.16636047345,-1.84559065047,2.83228634718,-4.43128808106,-0.652156617298,2.59004124482,-1.55827954686,-4.32133242549,3.23374602765,-1.0630049395,0.0127827761234,-2.24555898288,2.27357724565
A1312,5.27348569741,4.27759567325,1.9241593708,-4.60065472782,0.783161446028,-3.06745745534,-2.35026864841,1.24064431749,-2.79891745394,1.74276341285,0.0153842298746,-4.99587721998,1.00272552596,-0.971897695649
A1313,4.56263892943,0.915555131629,-0.139033677919,-3.50398485141,-0.242745301657,0.244799385043,0.578730528765,2.29129209502,-4.65696088994,1.2130678646,-0.917645929406,-3.73529245297,0.596023623662,1.57417602274
A1314,2.71842706406,-1.975931495,-0.210207454419,1.69576969864,3.17689684338,5.79966271692,-2.34218517315,-1.86758593254,-2.33438809414,0.988854937149,-5.05756028599,-0.888698865578,-2.47766691201,-2.94742379674
A1316,-2.65646217519,-2.28077941434,4.79298953703,-2.97348963027,-3.24944229153,2.65881147166,4.00194988474,1.14036299023,1.58018275251,2.1270068225,0.164541180556,-2.3015622917,-2.27547832392,-3.36255538228
A1317,1.9528876317,0.694323441029,-2.17872572811,2.91752023623,-5.64512059578,4.93652321967,1.25285090671,1.43159652342,1.85908012728,-0.0307681556423,-1.23416242874,-0.520375306754,-4.37093492232,2.74717712304
A1318,4.92025995817,-1.00742009881,-5.12700328372,6.20464212864,-5.30258272598,0.11437452103,2.2498661594,2.82898792696,2.87926771832,-0.397853050395,1.58345363193,-1.12574031353,-4.26749453327,-0.433630840789
A1319,4.80098955827,1.61587936839,-3.26357658123,6.14372399017,-5.02869491811,0.936257337768,0.482429981529,3.466930119,1.0861989353,0.942384189021,0.601561244337,-1.32795514106,-5.27379218323,2.29643707627
A1320,5.96443255483,-3.52195372531,-4.50870062618,1.44381194369,-3.69502856495,-3.78814148658,-0.485573020039,0.591681853466,3.90660404798,3.30415106663,-3.03833116488,0.252421104068,-0.829110313319,-1.57836200431
A1321,-3.48495918611,-2.22829734875,-2.7068977094,2.85030544687,-0.058223987378,-4.68949419933,1.62580562001,-0.789273202347,3.64916820181,3.87640335536,-2.8237291592,0.797013744891,-1.26567970834,2.52930628513
A1322,0.789940672805,-1.68828819583,-1.117691778,5.81499549211,2.80422567425,-0.712572260605,1.8957092598,-3.03987067104,0.672739370891,-1.65537582238,-1.44278363909,0.262743077243,1.30762929261,1.38751781222
A1323,2.40066133108,-2.2600230393,8.986473087,2.04951157184,-4.53987526575,2.35590804258,-0.09586321785,-3.83932881199,1.07438576884,-1.87988472166,0.355780337789,1.74624403372,-3.98519534969,-0.336292695343
A1324,-5.86546061848,-3.45926200476,2.4660870995,0.91803686837,1.19600185162,2.59362661103,0.547155521436,2.38572152895,0.095804106962,-1.81591947931,1.22581835581,-1.36698583809,-3.54162642549,2.39973322937
A1325,-0.51793553937,1.06011700657,-6.6763346824,-2.42208953835,0.937605358355,0.0508863934036,2.61352046997,2.55552017075,1.55621636816,2.05424622925,1.13494544327,3.80789662148,-0.329849438521,1.12120532832
A1326,0.860811910374,-3.39772089784,-5.61657176242,-3.06278175549,0.463973411162,-2.8225790384,0.793269667836,3.38441303878,-2.6348950395,0.174064507791,0.29400161076,2.52360241964,-3.43336550985,0.266070059333
A1328,-0.83132197707,0.0763146930078,-5.77755428824,-1.82062584524,-3.30013986953,-0.175673991385,4.58808966292,-1.13479578455,-3.19288387049,-0.236235715771,-1.46618630092,4.11451506622,-1.19516761772,2.26546915709
A1329,-3.34657672147,2.08380183767,-1.79097294429,-6.3643746159,-0.27037134429,3.38727866851,0.487309824239,1.19856409101,-4.1689890161,1.72214260858,-0.00037621466214,2.62844293586,-3.14681857653,-1.86511126591
A1330,-2.0437444003,-2.33196092582,-1.41445764982,0.0840113003217,1.03436833243,1.80760906061,2.29491966588,0.795096914717,-3.16835537059,-4.11998217697,1.8157613285,3.08044441861,-2.05992544026,-4.76073884137
A1331,1.27627499356,1.38292386977,-2.59231794443,3.55410677784,-0.653010411155,0.150422368476,2.00390816927,-2.2031965394,-3.02639242646,-2.24354481666,1.9806663198,-1.49976337976,1.58495026643,3.14414059346
A1332,2.49634638076,2.11803215754,-3.5214181146,4.54030650927,1.01372206129,-2.44984603796,1.32602464,-0.83419019885,-1.96582008812,-3.14081641181,2.69935640519,0.971259890447,-1.2880426007,2.80514710093
A1333,-1.72707081306,-0.3095482852,-0.558310632124,0.245017142557,-2.34101720867,-2.79981239448,-1.6420400064,0.410577983634,-1.01684273927,-3.34622716425,4.4363346084,5.60329663101,3.38296672605,0.926171462631
A1335,-5.21869434258,-6.05817581572,-2.92785858346,-2.42267635218,-0.65989088595,-2.19145084241,0.361365341199,1.72220029567,0.367466180574,2.01393904714,-1.12355422204,-1.76252550128,1.20446109725,2.6063731259
A1336,-3.00596440193,3.67834507195,1.44229431748,1.43795483117,-4.68716943316,-4.97135208947,-5.20628559848,-1.98896196368,-2.57511962713,0.84930198951,2.82308645219,0.235325784224,0.944577070918,1.49694995417
A1337,-5.27163532489,-3.44975252223,4.09368761656,0.366396964318,6.48009380573,2.63011884424,-4.04849297368,1.9412028481,-0.0395172835669,0.719367926706,-3.94513835408,0.562280711241,0.610475686979,0.426850204149
A1338,-5.55117577395,-4.54563020032,4.00278172826,-0.0665301391699,5.11166319574,2.00879799992,-2.71106477547,2.46425463085,-0.443593043803,0.85212875417,-3.31362585684,0.443829134232,0.683439621164,-0.508621307987
A1339,-5.38093595811,-4.03101150701,4.5310547173,1.00309923689,5.28136669391,3.01184378052,-4.24758287002,2.02231403276,1.16587914062,-0.203203644086,-3.87864859764,0.551460560311,-0.46037818642,-1.16433283438
A1340,4.23046348043,2.44886429693,2.65834625642,-1.32256981651,-2.41700389075,-3.8573782295,-0.424828765866,-0.864935016609,-0.0905278312426,2.78344168497,-1.93789451078,4.77647946391,-4.41289824933,-2.73799960997
A1341,-0.340791542788,-4.2993722215,-1.22878012908,0.913155074108,-0.142320672299,-2.81483960751,-3.35747736684,1.71200583431,-1.72172674708,-1.96768349448,0.842606321674,0.896430465133,0.048301082393,-2.37353755112
A1342,5.45611334554,-0.503598065959,5.44657320961,-0.645179184612,-0.212518566448,-3.3918756033,-1.4453489938,-0.802460144401,-0.533253207801,1.07790845649,0.295592773531,4.55581203303,-2.35722106291,0.622194035726
A1343,6.93409342798,0.461329219504,2.9029425264,-1.1379879784,-1.0424754673,-2.96622591801,-2.55217454772,1.14405486023,0.68934810424,-0.369392932533,-0.256478170754,4.19188699266,-0.892942632683,2.33113978883
B1005,-4.89317604896,-7.07098487443,-0.84397374256,-2.90714334967,-0.546409673085,-1.53388012173,0.333036390903,1.62367098155,0.816224021068,0.722638404246,2.48802467441,0.0979822168607,0.24516685178,1.70306212856
B1007,-0.421977675782,-0.755565332742,0.329041908263,3.83401743829,6.04526702707,-2.81159491542,-1.30027017841,0.314877555795,2.14544573894,1.82933816439,-1.52126040282,-1.3865993227,0.698283069832,0.686874546097
B1008,-1.88027387678,-2.98285394416,4.18553849531,4.27763368079,0.897024010601,0.558579806836,5.66510983989,-0.548546286621,4.20873597087,-2.76672619006,-2.10179277034,-1.16784695809,1.19084880885,1.44139903365
B1009,-2.11686687052,-1.36235983714,6.3563354838,0.403886190412,0.46455481756,1.53669999211,4.68495757075,2.38968519693,2.04860797942,0.493751146759,-1.77074485254,1.82155226275,1.27903205546,0.761157467891
B1010,9.06147513219,-3.56088612021,-6.79904293951,0.00113215120982,-0.81738892721,-0.0168819430197,-0.711270124259,2.78376375844,1.9748582961,-0.7280868849,1.71968631366,0.108097856112,-0.349606172699,-2.07119594073
B1011,5.81127929913,-2.43826622621,-3.45612770705,1.5206967891,1.82852628161,2.56855942792,-0.455536309168,-0.141463525134,-3.43933208966,1.40131808745,-2.26091533216,1.24969959275,1.38685347585,0.683377472371
B1012,-7.48250874246,-5.92542550437,0.0911287171995,-5.24794413195,1.02583514078,-1.28983459266,1.55475264943,2.21965555597,-1.40237214328,0.203025329478,0.232903523754,1.86173773795,-0.113193256827,0.806860398473
B1014,4.8283921509,-1.8531079253,-5.49682241246,-3.38921458015,-0.178525391838,-1.75721586372,0.617053854635,1.06529791964,-0.92689919159,1.1522797981,2.55793915699,0.994864407711,0.00371242050693,-2.54230239433
B1016,-5.75933878395,1.31778751998,-2.63157528024,-1.08483640229,-5.61808165996,-1.79553199234,-5.83301545726,-1.77700595546,1.11544567391,-0.598799345564,1.93880790468,4.91904230446,-0.443271776023,1.65139663765
B1017,-4.62642613961,-4.31384942383,2.95551939384,0.0945403915871,4.66820780602,2.19097048458,-3.00479552585,3.04903186771,-1.25994019799,1.62705937874,0.973696723513,2.48786242965,-0.274373610065,-1.24657731043
B1018,8.68913324991,2.89828185231,3.12019351067,-3.53008842909,0.43528750524,-0.342171631259,-0.0717460263161,-1.58485794168,0.587898324519,-2.0208957564,0.402956163961,1.19376315871,0.187920004056,0.183257360665
B1019,6.1751544788,-2.95794735672,-5.12869255939,3.9259653089,-2.25591070588,0.858501046636,1.23614163137,-0.531871661089,1.10455748303,-1.36614847759,0.466635443483,-1.50409775011,-2.53306062021,-1.35479924535
B1022,1.63606972828,-1.51683960428,6.31165793753,-1.81649103093,-1.12465786034,3.1632251104,2.80211560204,1.91948169937,1.17374497589,1.31363975691,3.01687775759,0.985844826533,-0.215077379177,0.876651128276
B1024,1.91750337297,0.102194046982,0.367864947555,1.2357175036,3.5572262179,1.07618728964,5.37481917596,-1.59148162795,2.9136983461,1.45523463729,5.75815726928,-2.38136597509,1.92647223931,1.04033043233
B1025,-3.69276251825,-0.216034017583,-2.45390850274,-2.55771444721,-0.240582916056,2.88565082733,0.374188208489,-0.0277333749921,0.294850872092,4.91150468562,0.761116281803,-6.08899843195,-1.7775668898,0.63363252212
B1026,0.476352829077,2.61473287959,0.0430660263121,-0.513294851063,4.13490163097,-1.46257392471,4.09152825212,-1.67647269986,3.37320240459,2.37861364293,6.38942667723,-3.07164228124,1.01395509856,-0.769639974642
B1027,1.14188123154,1.4907715323,1.2293812762,-0.496336849794,2.81602664692,-0.287345220285,5.63792707921,-3.03433847489,3.44494364411,3.1812820183,4.81607159557,-5.20205831418,1.58687536633,-0.136890421847
B1028,-4.68228717456,-2.02468902944,0.308390220635,2.15824289087,-0.143563615336,-4.03244512172,-1.18726710724,0.948599032144,-0.162996332359,2.15139277314,1.8045670125,-1.04765718461,-0.00762309764965,-1.70381411073
B1029,-3.21116994743,0.343224818479,5.18126907932,3.76831394903,-1.71036627224,-1.51690295228,0.402157672445,0.571115061202,-3.21489144202,1.19992587068,-1.40876898799,-1.16824252678,0.970831502633,-1.60258175888
B1030,-0.740881146503,0.46823181487,2.83437350893,-0.092953144237,-4.18492205622,-0.994638792891,0.0276581459897,0.824813580341,-3.99837371581,1.69664399688,-1.18225064364,1.45151874216,3.1594707861,-1.65770550551
B1031,-2.91554730475e-17,-2.19106210869e-18,-1.93229143726e-18,3.28928922816e-17,-2.75351057363e-17,-9.32220040877e-18,-7.21290840123e-19,-1.18133117239e-18,-9.26443495141e-18,-2.04096805053e-17,1.4965945705e-17,1.12648129413e-17,1.0287943295e-17,-9.13980797909e-18
B1032,3.50692003179,-4.04805845704,0.219224110622,4.31292727449,-1.19657392573,-0.474613210577,0.836494210423,-0.76131340302,1.75289389847,-1.08711041546,1.55286796503,-2.41623664396,-0.453741631179,-1.54673661567
B1033,4.57187476011,2.42874421937,0.707802992678,1.87299365261,-0.618307868804,0.445547247633,2.23753087727,-2.55834897558,-2.5596249966,1.89746097289,0.332314896968,-0.466873752059,-2.68685233238,2.63616587713
B1034,-5.17187786142,-3.88057638309,-0.00220153502849,-2.00226861608,3.42457681887,-0.291904474025,-0.241379544557,-2.90403083526,2.06324639773,-1.73153373304,0.202228447894,-1.81082283615,0.229568389461,0.143944497777
B1035,-3.42560417502,-3.87837059841,-1.22635286016,0.94019574148,-1.78731993534,-4.74673226881,3.88531625701,-1.8011664378,-0.293335697119,3.57321350488,-1.36860044231,1.21556564273,-0.0598758276567,0.0306487756039
B1036,-7.39248542832,-3.28953664155,-2.14614302214,-0.256747483569,-1.41262279752,-3.2722323964,-1.08949989581,-1.60192170567,2.45204509938,0.827961701723,-0.84244077555,0.401818714046,1.70349561782,-1.6230656509
B1037,-6.82511739161,-2.16542742288,-0.98818722347,-1.00595991767,-1.19030398874,-5.19840609545,2.60569302245,-1.00823727059,-0.17053630393,-0.516407644289,-4.40695180048,2.04297830252,-0.24538252637,-1.58085146219
B1038,-3.69176833512,-2.4679409894,-2.33515903482,1.471142538,-2.43088529498,-5.52937103315,-0.529764918811,-2.90913980348,1.81950094148,-0.252311449515,-2.28575430905,-1.66835560028,-0.650433837591,-2.94900504467
B1039,1.46456070589,7.37568768333,-0.614716524404,-5.44749596648,1.40457674639,-4.38913973332,0.30735539551,-1.9061002318,4.71525556784,0.975405611232,-0.537146480687,-0.845971248587,-2.30679279193,2.52725154082
B1040,1.23354780668,7.12686538059,-0.698563668594,-5.94921019103,1.17653762131,-4.15084481102,-0.093419133385,-2.44577965531,4.58723653347,1.10487648944,-1.08254738379,-0.832123535393,-2.11140995516,2.73084654894
B1041,2.6957358608,-2.05362633934,8.6646224517,-2.00247468533,-1.43572564632,1.75158288008,2.53573397824,2.46192210166,1.46262284752,2.45368726826,-0.241919750385,1.48640242303,-0.444896013077,-1.12907736578
B1042,8.14094317922,-0.227776948853,-2.54043140125,-0.0980387090136,2.65756664094,0.0358875756151,-4.15595132577,1.89653521818,-1.04408750063,1.46479590434,-0.793802705508,2.31627953453,1.15755741443,0.685059242905
B1043,3.78534080931,3.50026923354,1.66197157937,2.41628347155,5.20710224088,-0.543625197073,-1.16690564838,-2.65477918486,-2.62360285387,1.99831608095,-1.10165697087,3.17911358117,3.51720756768,2.18541163954
B1044,0.953792097039,-0.0719246232329,-0.899103241389,2.91440195979,5.98610473669,1.28502094193,-1.88449848364,0.0719291262216,2.14451633631,1.28149667391,-3.26199568053,1.04982724351,-3.74656254511,0.929942984027
B1045,7.5978037813,-4.92142594765,0.698467072979,1.79068492468,-3.84926547665,-0.618878478949,-0.0431212536796,-0.758894789481,4.79491756755,0.609514593657,1.19998807329,0.780450413863,-1.13244652498,-4.05922305611
B1047,-5.8608865593,-5.09704596838,0.919628128325,-1.13599681005,-0.586369970673,-1.76402946536,0.915334793783,0.839173992459,2.98773711104,0.508210470543,0.485848923462,-1.76022994887,-0.911858864007,-1.44284842519
B1051,-1.48319485242,-1.5607972237,-2.54466882993,0.841079807633,1.27781767819,-1.07609760754,0.694802513896,-2.78898227689,-2.9735585401,-5.13799969333,0.134487278946,-1.95884802443,0.805505861406,0.301468057185
B1053,-3.43459854586,-1.80192407369,-1.90330612021,-2.03578518881,4.27267161712,1.38691381234,0.779340516521,-5.03265925414,2.57714183678,-1.40866496717,1.06580932327,-2.40691499977,0.0626950204414,-0.606110760809
B1054,0.755411782475,-0.760710626238,-0.253283315145,0.614040467336,-1.68280038036,3.34756760351,-0.681934293675,-0.460367845817,-2.85152237607,-1.98930778981,3.63664362897,-1.97865520797,-0.0611662500637,3.02866716093
B1055,8.93098338107,-1.62770292723,-4.62797893038,0.743023438182,-2.04163960107,3.42361716508,-2.16008426279,4.14054980797,1.06204207477,0.511745765191,-2.14295425909,-0.223666779593,-1.64099731852,-0.879829942032
B1056,-2.91554730475e-17,-2.19106210869e-18,-1.93229143726e-18,3.28928922816e-17,-2.75351057363e-17,-9.32220040877e-18,-7.21290840123e-19,-1.18133117239e-18,-9.26443495141e-18,-2.04096805053e-17,1.4965945705e-17,1.12648129413e-17,1.0287943295e-17,-9.13980797909e-18
B1057,-1.90962693661,-0.627414068459,3.96956982436,2.62108606952,-2.97264718053,-0.322802641982,-3.38725721631,-0.739419455375,-2.69329895234,-1.03600717748,0.140887988833,-2.32619411188,3.69833903334,0.553428484964
B1058,-2.32267297293,-1.96475049572,1.49288241554,1.80241905685,4.74788355198,0.378356755598,-3.18039512913,-2.90179161844,-1.66235239414,-0.571157716466,0.154829481222,-0.631121125785,1.33527682255,-1.4344021271
B1059,-2.91554730475e-17,-2.19106210869e-18,-1.93229143726e-18,3.28928922816e-17,-2.75351057363e-17,-9.32220040877e-18,-7.21290840123e-19,-1.18133117239e-18,-9.26443495141e-18,-2.04096805053e-17,1.4965945705e-17,1.12648129413e-17,1.0287943295e-17,-9.13980797909e-18
B1060,4.52580660406,-0.304213668446,-3.82598918539,-1.15248555041,4.09085715542,3.36018689327,-4.63106407357,2.44602670777,3.71207664987,-1.41397774261,-0.175708756816,1.9256970892,0.191966382444,0.683921923576
B1061,3.34611609452,1.21168203476,0.174902917639,1.72112784769,5.47136864258,3.57034807319,-3.70259846353,-0.598429844586,5.67861144672,-0.263568425764,0.491650669464,-0.00145135363331,-0.848335508502,-1.52831908463
B1062,2.91020136203,3.77453056174,4.866901328,-3.56416325741,2.45687874631,2.41415877376,3.56411603083,1.21649945187,2.01092704497,-1.9052180761,-0.172297103073,0.947402400315,-0.964118129866,0.0436285800605
B1064,8.48002061137,1.41875281517,2.91603202646,-2.05041800076,-1.04442684368,1.01270597755,0.150592154649,-1.16317543189,1.14735923095,1.4452253987,-3.89561346803,0.495268530824,0.227184824004,-2.65068526356
B1065,6.98499847291,2.20832680308,2.63981100718,-4.32702552417,0.739903449012,-1.15727951778,-0.717940119357,-1.77898885022,0.466949222943,-0.251947905448,1.26783239623,1.18805430055,-0.350278694799,-1.76028440129
B1066,4.14433662187,-3.34184651862,7.68416820968,3.84985682822,-1.72436757115,-1.81536480418,-1.64447348167,-0.480049649471,1.80277712146,-1.65383909687,2.51829389115,-2.84022741043,0.330060121837,0.352958357558
